Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
Volkswagen,Beetle,2015,premium unleaded,210,4,MANUAL,front wheel drive,2,Performance,Compact,2dr Hatchback,31,23,873,30525
Volkswagen,Beetle,2015,premium unleaded,210,4,MANUAL,front wheel drive,2,Performance,Compact,2dr Hatchback,31,23,873,30525
Volkswagen,Golf Alltrack,2017,regular unleaded,170,4,AUTOMATED_MANUAL,all wheel drive,4,Crossover,Compact,Wagon,30,22,873,30530
Toyota,Tacoma,2016,regular unleaded,278,6,AUTOMATIC,four wheel drive,4,Mid-Size Pickup,Compact,Extended Cab Pickup,23,18,2031,30530
Chevrolet,Impala Limited,2014,flex-fuel,300,6,AUTOMATIC,front wheel drive,4,Performance,Large,Sedan,30,18,1385,30535
Chevrolet,Impala Limited,2015,flex-fuel,300,6,AUTOMATIC,front wheel drive,4,Performance,Large,Sedan,30,18,1385,30535
Chevrolet,Impala Limited,2016,flex-fuel,300,6,AUTOMATIC,front wheel drive,4,Performance,Large,Sedan,30,18,1385,30535
Nissan,Quest,2016,regular unleaded,260,6,AUTOMATIC,front wheel drive,4,Compact Mini Van,Compact,Passenger Minivan,27,20,2009,30540
Nissan,Frontier,2015,regular unleaded,261,6,MANUAL,four wheel drive,4,Mid-Size Pickup,Compact,Extended Cab Pickup,21,16,2009,30550
Mazda,MX-5 Miata,2014,premium unleaded,158,4,AUTOMATIC,rear wheel drive,2,Performance,Compact,Convertible,28,21,586,30550
Mazda,MX-5 Miata,2015,premium unleaded,158,4,AUTOMATIC,rear wheel drive,2,Performance,Compact,Convertible,28,21,586,30550
GMC,Terrain,2017,regular unleaded,182,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,28,20,549,30550
Ford,E-Series Van,2012,flex-fuel,255,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Cargo Van,16,12,5657,30560
Buick,Encore,2017,regular unleaded,138,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,30,24,155,30565
Ford,Escape Hybrid,2011,regular unleaded,177,4,AUTOMATIC,front wheel drive,4,Hybrid,Compact,4dr SUV,31,34,5657,30570
Nissan,Xterra,2015,regular unleaded,261,6,MANUAL,four wheel drive,4,SUV,Midsize,4dr SUV,20,15,2009,30590
Volkswagen,GTI,2012,premium unleaded,200,4,MANUAL,front wheel drive,4,Performance,Compact,4dr Hatchback,31,21,873,30595
Volkswagen,GTI,2012,premium unleaded,200,4,MANUAL,front wheel drive,4,Performance,Compact,4dr Hatchback,31,21,873,30595
Honda,Pilot,2017,regular unleaded,280,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,27,19,2202,30595
GMC,Savana Cargo,2016,flex-fuel,285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Cargo Van,16,11,549,30595
Subaru,Tribeca,2012,regular unleaded,256,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,640,30595
Ford,F-150,2016,flex-fuel,282,6,AUTOMATIC,rear wheel drive,4,Full-Size Pickup,Large,Extended Cab Pickup,25,18,5657,30600
Ford,F-150,2017,flex-fuel,282,6,AUTOMATIC,rear wheel drive,4,Full-Size Pickup,Large,Extended Cab Pickup,25,18,5657,30600
Volkswagen,Routan,2010,regular unleaded,197,6,AUTOMATIC,front wheel drive,4,Mid-Size Minivan,Midsize,Passenger Minivan,23,16,873,30600
Scion,FR-S,2016,premium unleaded,200,4,AUTOMATIC,rear wheel drive,2,Performance,Compact,Coupe,34,25,105,30610
Ford,Fusion,2017,regular unleaded,231,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,31,21,5657,30610
GMC,Sierra 1500,2015,flex-fuel,285,6,AUTOMATIC,four wheel drive,2,Full-Size Pickup,Large,Regular Cab Pickup,22,17,549,30610
Honda,CR-V,2014,regular unleaded,185,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,30,22,2202,30620
Volkswagen,Golf GTI,2016,premium unleaded,220,4,AUTOMATED_MANUAL,front wheel drive,2,Performance,Compact,2dr Hatchback,33,25,873,30620
GMC,Terrain,2016,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,32,22,549,30620
Acura,TSX,2014,premium unleaded,201,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,31,22,204,30635
Chevrolet,Colorado,2016,regular unleaded,305,6,AUTOMATIC,four wheel drive,4,Mid-Size Pickup,Compact,Crew Cab Pickup,24,17,1385,30665
Toyota,RAV4,2016,regular unleaded,176,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,29,22,2031,30665
Honda,Accord,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,Midsize,Midsize,Sedan,37,27,2202,30670
Ford,F-150,2015,flex-fuel,282,6,AUTOMATIC,four wheel drive,2,Full-Size Pickup,Large,Regular Cab Pickup,23,17,5657,30675
Volkswagen,Tiguan,2016,premium unleaded,200,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,26,20,873,30675
Mazda,6,2017,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,Midsize,Midsize,Sedan,35,26,586,30695
Volkswagen,Beetle Convertible,2014,premium unleaded,210,4,MANUAL,front wheel drive,2,Performance,Compact,Convertible,31,23,873,30695
Volkswagen,Beetle Convertible,2014,premium unleaded,210,4,MANUAL,front wheel drive,2,Performance,Compact,Convertible,31,23,873,30695
Ford,Edge,2016,premium unleaded,245,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,28,20,5657,30695
Subaru,Outback,2016,regular unleaded,175,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,33,25,640,30695
GMC,Sierra 1500,2015,flex-fuel,285,6,AUTOMATIC,rear wheel drive,4,Full-Size Pickup,Large,Extended Cab Pickup,24,18,549,30695
Ford,Explorer,2015,flex-fuel,290,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,24,17,5657,30700
Honda,Ridgeline,2014,regular unleaded,250,6,AUTOMATIC,four wheel drive,4,Full-Size Pickup,Large,Crew Cab Pickup,21,15,2202,30720
Ford,Explorer Sport Trac,2010,regular unleaded,210,6,AUTOMATIC,four wheel drive,4,Mid-Size Pickup,Compact,Crew Cab Pickup,19,13,5657,30735
Honda,Accord,2016,regular unleaded,278,6,AUTOMATIC,front wheel drive,4,Midsize,Midsize,Sedan,34,21,2202,30745
Volkswagen,Beetle Convertible,2014,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,Compact,Convertible,32,24,873,30755
GMC,Canyon,2016,regular unleaded,305,6,AUTOMATIC,rear wheel drive,4,Mid-Size Pickup,Compact,Crew Cab Pickup,26,18,549,30765
Chrysler,Town and Country,2014,flex-fuel,283,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Passenger Minivan,25,17,1013,30765
Honda,Accord,2015,regular unleaded,278,6,MANUAL,front wheel drive,2,Performance,Midsize,Coupe,28,18,2202,30775
Honda,Accord,2015,regular unleaded,278,6,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,32,21,2202,30775
Volkswagen,Beetle Convertible,2015,diesel,150,4,AUTOMATED_MANUAL,front wheel drive,2,Diesel,Compact,Convertible,40,30,873,30775
Ford,Fusion,2015,regular unleaded,231,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,33,22,5657,30780
Chevrolet,Colorado,2015,regular unleaded,305,6,AUTOMATIC,rear wheel drive,4,Mid-Size Pickup,Compact,Crew Cab Pickup,26,18,1385,30785
Kia,Sorento,2017,regular unleaded,290,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,25,18,1720,30790
Subaru,Forester,2016,regular unleaded,170,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,32,24,640,30795
Volkswagen,GTI,2013,premium unleaded,200,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Compact,4dr Hatchback,33,24,873,30795
Volkswagen,GTI,2013,premium unleaded,200,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Compact,4dr Hatchback,33,24,873,30795
Volkswagen,GTI,2014,premium unleaded,200,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Compact,4dr Hatchback,33,24,873,30795
Hyundai,Santa Fe,2017,regular unleaded,290,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,18,1439,30800
Honda,Accord,2017,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,Midsize,Midsize,Sedan,36,27,2202,30820
Chrysler,200,2015,flex-fuel,295,6,AUTOMATIC,all wheel drive,4,Performance,Midsize,Sedan,29,18,1013,30825
Toyota,Tundra,2016,flex-fuel,381,8,AUTOMATIC,rear wheel drive,4,Full-Size Pickup,Large,Extended Cab Pickup,18,13,2031,30840
Toyota,Tundra,2016,regular unleaded,381,8,AUTOMATIC,rear wheel drive,4,Full-Size Pickup,Large,Extended Cab Pickup,18,13,2031,30840
Honda,Accord,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,2,Midsize,Midsize,Coupe,35,26,2202,30845
Ford,Escape,2017,regular unleaded,245,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,28,22,5657,30850
Volkswagen,Passat,2015,diesel,150,4,AUTOMATED_MANUAL,front wheel drive,4,Diesel,Midsize,Sedan,42,30,873,30850
Volkswagen,Jetta GLI,2014,premium unleaded,210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873,30875
Volkswagen,Jetta GLI,2014,premium unleaded,210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873,30875
Volkswagen,Beetle Convertible,2016,premium unleaded,210,4,AUTOMATED_MANUAL,front wheel drive,2,Performance,Compact,Convertible,31,23,873,30890
Volkswagen,Beetle Convertible,2016,premium unleaded,210,4,AUTOMATED_MANUAL,front wheel drive,2,Performance,Compact,Convertible,31,23,873,30890
Honda,Crosstour,2013,regular unleaded,278,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr Hatchback,30,20,2202,30890
Volkswagen,Golf GTI,2017,premium unleaded,220,4,MANUAL,front wheel drive,4,Performance,Compact,4dr Hatchback,34,24,873,30890
Honda,Accord,2017,regular unleaded,278,6,AUTOMATIC,front wheel drive,4,Midsize,Midsize,Sedan,33,21,2202,30895
Volkswagen,Beetle Convertible,2015,premium unleaded,210,4,MANUAL,front wheel drive,2,Performance,Compact,Convertible,31,23,873,30895
Volkswagen,Beetle Convertible,2015,premium unleaded,210,4,MANUAL,front wheel drive,2,Performance,Compact,Convertible,31,23,873,30895
Honda,CR-V,2015,regular unleaded,185,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,33,26,2202,30895
Dodge,Journey,2016,regular unleaded,283,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,16,1851,30895
Chrysler,200,2017,flex-fuel,295,6,AUTOMATIC,all wheel drive,4,Performance,Midsize,Sedan,28,18,1013,30900
Audi,A3,2016,premium unleaded,170,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Compact,Sedan,33,23,3105,30900
Suzuki,Equator,2010,regular unleaded,261,6,AUTOMATIC,four wheel drive,4,Mid-Size Pickup,Compact,Crew Cab Pickup,19,15,481,30900
GMC,Sierra 1500,2015,flex-fuel,285,6,AUTOMATIC,four wheel drive,2,Full-Size Pickup,Large,Regular Cab Pickup,22,17,549,30910
Honda,Crosstour,2013,regular unleaded,192,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr Hatchback,31,22,2202,30915
HUMMER,H3T,2010,regular unleaded,239,5,MANUAL,four wheel drive,4,Mid-Size Pickup,Compact,Crew Cab Pickup,18,14,130,30915
Chevrolet,Malibu,2016,premium unleaded,250,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,33,22,1385,30920
GMC,Terrain,2017,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,31,21,549,30920
Buick,Lucerne,2010,flex-fuel,227,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Large,Sedan,26,17,155,30930
Buick,Encore,2015,regular unleaded,138,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,30,23,155,30935
Toyota,Prius v,2015,regular unleaded,134,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Wagon,40,44,2031,30935
Toyota,Prius v,2016,regular unleaded,134,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Wagon,40,44,2031,30935
Toyota,Prius v,2017,regular unleaded,134,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Wagon,39,43,2031,30935
Ford,Edge,2017,premium unleaded,245,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,27,20,5657,30945
Toyota,Tundra,2016,regular unleaded,310,8,AUTOMATIC,rear wheel drive,4,Full-Size Pickup,Large,Extended Cab Pickup,19,15,2031,30950
Chevrolet,Express,2014,flex-fuel,310,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Passenger Van,17,13,1385,30970
GMC,Savana,2014,flex-fuel,310,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Passenger Van,17,13,549,30970
GMC,Acadia,2016,regular unleaded,281,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22,15,549,30975
Ford,F-150,2015,flex-fuel,282,6,AUTOMATIC,four wheel drive,2,Full-Size Pickup,Large,Regular Cab Pickup,23,17,5657,30975
Chevrolet,Malibu,2017,premium unleaded,250,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,33,22,1385,30975
Volkswagen,Golf GTI,2015,premium unleaded,220,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Compact,4dr Hatchback,33,25,873,30980
Kia,Optima Hybrid,2017,regular unleaded,192,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,46,39,1720,30990
Honda,Accord,2017,regular unleaded,185,4,AUTOMATIC,front wheel drive,2,Midsize,Midsize,Coupe,34,26,2202,30995
Volkswagen,Beetle Convertible,2015,premium unleaded,210,4,AUTOMATED_MANUAL,front wheel drive,2,Performance,Compact,Convertible,29,23,873,30995
Volkswagen,Beetle Convertible,2015,premium unleaded,210,4,AUTOMATED_MANUAL,front wheel drive,2,Performance,Compact,Convertible,29,23,873,30995
Dodge,Charger,2015,regular unleaded,292,6,AUTOMATIC,all wheel drive,4,Performance,Large,Sedan,27,18,1851,30995
Dodge,Grand Caravan,2015,flex-fuel,283,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Passenger Minivan,25,17,1851,30995
Volkswagen,GTI,2013,premium unleaded,200,4,MANUAL,front wheel drive,4,Performance,Compact,4dr Hatchback,31,21,873,30995
Volkswagen,GTI,2013,premium unleaded,200,4,MANUAL,front wheel drive,4,Performance,Compact,4dr Hatchback,31,21,873,30995
Dodge,Journey,2017,regular unleaded,283,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,16,1851,30995
Mitsubishi,Outlander,2016,premium unleaded,224,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,27,20,436,30995
Volkswagen,Passat,2017,regular unleaded,170,4,AUTOMATIC,front wheel drive,4,Midsize,Midsize,Sedan,34,23,873,30995
Chevrolet,Traverse,2015,regular unleaded,281,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,24,17,1385,30995
Subaru,WRX,2017,premium unleaded,268,4,MANUAL,all wheel drive,4,Performance,Compact,Sedan,27,20,640,30995
Ford,Fusion Hybrid,2017,regular unleaded,188,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,41,43,5657,31010
Acura,TSX,2012,premium unleaded,201,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,31,22,204,31010
Acura,TSX,2012,premium unleaded,201,4,MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,29,21,204,31010
Dodge,Ram Pickup 1500,2010,flex-fuel,310,8,AUTOMATIC,rear wheel drive,4,Full-Size Pickup,Large,Crew Cab Pickup,19,14,1851,31020
Honda,Accord,2016,regular unleaded,278,6,MANUAL,front wheel drive,2,Performance,Midsize,Coupe,28,18,2202,31025
Honda,Accord,2016,regular unleaded,278,6,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,32,21,2202,31025
Chevrolet,Silverado 1500,2016,flex-fuel,285,6,AUTOMATIC,four wheel drive,2,Full-Size Pickup,Large,Regular Cab Pickup,22,17,1385,31035
Honda,Crosstour,2014,regular unleaded,278,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr Hatchback,30,20,2202,31040
Ford,Explorer,2016,flex-fuel,290,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,24,17,5657,31050
Honda,Crosstour,2014,regular unleaded,192,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr Hatchback,31,22,2202,31065
Buick,LaCrosse,2015,flex-fuel,304,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Large,Sedan,28,18,155,31065
Buick,LaCrosse,2016,flex-fuel,304,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Large,Sedan,28,18,155,31065
Toyota,Highlander,2015,regular unleaded,270,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,19,2031,31070
GMC,Savana Cargo,2014,flex-fuel,285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Large,Cargo Van,17,11,549,31075
Scion,FR-S,2015,premium unleaded,200,4,AUTOMATIC,rear wheel drive,2,Performance,Compact,Coupe,34,25,105,31090
Volkswagen,GTI,2012,premium unleaded,200,4,AUTOMATED_MANUAL,front wheel drive,2,Performance,Compact,2dr Hatchback,33,24,873,31095
Volkswagen,GTI,2012,premium unleaded,200,4,AUTOMATED_MANUAL,front wheel drive,2,Performance,Compact,2dr Hatchback,33,24,873,31095
Kia,Sorento,2016,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,27,20,1720,31100
Volkswagen,Jetta,2016,premium unleaded,170,4,AUTOMATED_MANUAL,front wheel drive,4,Hybrid,Midsize,Sedan,48,42,873,31120
Chevrolet,Silverado 1500,2016,flex-fuel,285,6,AUTOMATIC,rear wheel drive,4,Full-Size Pickup,Large,Extended Cab Pickup,24,18,1385,31120
Toyota,Venza,2013,regular unleaded,268,6,AUTOMATIC,all wheel drive,4,Performance,Midsize,Wagon,25,18,2031,31120
Volkswagen,Beetle Convertible,2015,diesel,150,4,MANUAL,front wheel drive,2,Diesel,Compact,Convertible,40,30,873,31125
Toyota,Tacoma,2016,regular unleaded,278,6,AUTOMATIC,rear wheel drive,4,Mid-Size Pickup,Compact,Crew Cab Pickup,24,19,2031,31125
Toyota,Tacoma,2016,regular unleaded,278,6,AUTOMATIC,rear wheel drive,4,Mid-Size Pickup,Compact,Crew Cab Pickup,24,19,2031,31125
GMC,Canyon,2015,regular unleaded,200,4,AUTOMATIC,four wheel drive,4,Mid-Size Pickup,Compact,Extended Cab Pickup,25,19,549,31145
Volkswagen,Golf GTI,2015,premium unleaded,210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Compact,4dr Hatchback,33,25,873,31145
Volvo,S40,2010,premium unleaded,227,5,AUTOMATIC,front wheel drive,4,Performance,Compact,Sedan,30,21,870,31150
Volvo,S40,2011,regular unleaded,227,5,AUTOMATIC,front wheel drive,4,Luxury,Compact,Sedan,30,21,870,31150
Ford,Explorer,2017,flex-fuel,290,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,24,17,5657,31160
Nissan,Murano,2015,regular unleaded,260,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,28,21,2009,31160
Toyota,Tundra,2016,regular unleaded,381,8,AUTOMATIC,rear wheel drive,4,Full-Size Pickup,Large,Extended Cab Pickup,18,13,2031,31170
Toyota,Tundra,2016,flex-fuel,381,8,AUTOMATIC,rear wheel drive,4,Full-Size Pickup,Large,Extended Cab Pickup,18,13,2031,31170
Honda,Accord,2017,regular unleaded,278,6,MANUAL,front wheel drive,2,Performance,Midsize,Coupe,28,18,2202,31175
Honda,Accord,2017,regular unleaded,278,6,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,32,21,2202,31175
Hyundai,Tucson,2017,regular unleaded,175,4,AUTOMATED_MANUAL,all wheel drive,4,Crossover,Compact,4dr SUV,28,24,1439,31175
Saab,9-3 Griffin,2012,flex-fuel,220,4,AUTOMATIC,front wheel drive,4,Luxury,Compact,Wagon,28,18,376,31180
Volkswagen,Jetta Hybrid,2013,premium unleaded,170,4,AUTOMATED_MANUAL,front wheel drive,4,Hybrid,Midsize,Sedan,48,42,873,31180
Ford,F-150,2016,flex-fuel,282,6,AUTOMATIC,four wheel drive,2,Full-Size Pickup,Large,Regular Cab Pickup,23,17,5657,31185
Ford,F-150,2017,flex-fuel,282,6,AUTOMATIC,four wheel drive,2,Full-Size Pickup,Large,Regular Cab Pickup,23,17,5657,31185
Honda,Crosstour,2015,regular unleaded,278,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr Hatchback,30,20,2202,31190
Volkswagen,Beetle Convertible,2014,diesel,140,4,AUTOMATED_MANUAL,front wheel drive,2,Diesel,Compact,Convertible,41,28,873,31195
Subaru,WRX,2015,premium unleaded,268,4,AUTOMATIC,all wheel drive,4,Performance,Compact,Sedan,25,19,640,31195
BMW,1 Series,2012,premium unleaded,230,6,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,28,18,3916,31200
Audi,A3,2017,premium unleaded,186,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Compact,Sedan,35,26,3105,31200
Ford,E-Series Wagon,2012,flex-fuel,225,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Passenger Van,16,13,5657,31200
Ford,F-150,2015,regular unleaded,325,6,AUTOMATIC,rear wheel drive,4,Full-Size Pickup,Large,Extended Cab Pickup,26,19,5657,31200
Nissan,Pathfinder,2015,regular unleaded,260,6,AUTOMATIC,four wheel drive,4,Crossover,Large,4dr SUV,26,19,2009,31200
BMW,X1,2015,premium unleaded,240,4,AUTOMATIC,rear wheel drive,4,Performance,Midsize,4dr SUV,34,23,3916,31200
Chevrolet,Camaro,2015,regular unleaded,323,6,MANUAL,rear wheel drive,2,Performance,Midsize,Convertible,28,17,1385,31205
Chevrolet,Traverse,2016,regular unleaded,281,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22,15,1385,31205
Honda,Crosstour,2015,regular unleaded,192,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr Hatchback,31,22,2202,31215
Volkswagen,Golf GTI,2016,premium unleaded,220,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Compact,4dr Hatchback,33,25,873,31220
Toyota,Venza,2014,regular unleaded,268,6,AUTOMATIC,all wheel drive,4,Performance,Midsize,Wagon,25,18,2031,31220
Volkswagen,Golf GTI,2016,premium unleaded,210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Compact,4dr Hatchback,33,25,873,31235
Honda,CR-V,2016,regular unleaded,185,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,31,25,2202,31245
Lexus,CT 200h,2016,regular unleaded,134,4,AUTOMATIC,front wheel drive,4,Luxury,Compact,4dr Hatchback,40,43,454,31250
Lexus,CT 200h,2017,regular unleaded,134,4,AUTOMATIC,front wheel drive,4,Luxury,Compact,4dr Hatchback,40,43,454,31250
Hyundai,Santa Fe Sport,2015,regular unleaded,264,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,27,19,1439,31250
Hyundai,Santa Fe Sport,2015,regular unleaded,264,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,27,19,1439,31250
Hyundai,Santa Fe Sport,2016,regular unleaded,265,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,27,19,1439,31250
Volkswagen,Tiguan,2015,premium unleaded,200,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,26,21,873,31260
Ford,Fusion,2016,regular unleaded,231,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,33,22,5657,31270
Mazda,MX-5 Miata,2016,premium unleaded,155,4,AUTOMATIC,rear wheel drive,2,Performance,Compact,Convertible,36,27,586,31270
Honda,Ridgeline,2017,regular unleaded,280,6,AUTOMATIC,all wheel drive,4,Full-Size Pickup,Large,Crew Cab Pickup,25,18,2202,31275
Buick,Encore,2016,regular unleaded,138,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,30,23,155,31285
Nissan,370Z,2015,premium unleaded,332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Coupe,26,19,2009,31290
Nissan,370Z,2016,premium unleaded,332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Coupe,26,19,2009,31290
Nissan,370Z,2017,premium unleaded,332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Coupe,26,19,2009,31290
Nissan,Maxima,2014,premium unleaded,290,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,26,19,2009,31290
Toyota,Tundra,2017,regular unleaded,381,8,AUTOMATIC,rear wheel drive,4,Full-Size Pickup,Large,Extended Cab Pickup,18,13,2031,31290
Toyota,Tundra,2017,flex-fuel,381,8,AUTOMATIC,rear wheel drive,4,Full-Size Pickup,Large,Extended Cab Pickup,18,13,2031,31290
Subaru,Forester,2017,regular unleaded,170,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,32,26,640,31295
Mercedes-Benz,GLA-Class,2015,premium unleaded,208,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Compact,4dr SUV,35,25,617,31300
Chevrolet,Traverse,2017,regular unleaded,281,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22,15,1385,31300
Hyundai,Tucson,2016,regular unleaded,175,4,AUTOMATED_MANUAL,all wheel drive,4,Crossover,Compact,4dr SUV,28,24,1439,31300
Nissan,Rogue,2017,regular unleaded,170,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,32,25,2009,31310
Ford,F-150,2015,flex-fuel,282,6,AUTOMATIC,rear wheel drive,2,Full-Size Pickup,Large,Regular Cab Pickup,25,18,5657,31320
Mazda,CX-7,2010,premium unleaded,244,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,18,586,31335
Chevrolet,Silverado 1500,2016,flex-fuel,285,6,AUTOMATIC,four wheel drive,2,Full-Size Pickup,Large,Regular Cab Pickup,22,17,1385,31335
Ford,Taurus,2015,flex-fuel,288,6,AUTOMATIC,all wheel drive,4,Performance,Large,Sedan,26,18,5657,31335
Nissan,Murano,2016,regular unleaded,260,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,28,21,2009,31340
Nissan,Murano,2017,regular unleaded,260,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,28,21,2009,31340
Volvo,S40,2010,premium unleaded,227,5,MANUAL,all wheel drive,4,Luxury,Compact,Sedan,27,20,870,31350
Nissan,Frontier,2015,regular unleaded,261,6,AUTOMATIC,rear wheel drive,4,Mid-Size Pickup,Compact,Crew Cab Pickup,21,15,2009,31360
Acura,TSX Sport Wagon,2012,premium unleaded,201,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Wagon,30,22,204,31360
